N (kg/ha),P(kg/ha),K(kg/ha),pH,Humidity(%),Temperature(°C),Rainfall(mm),Crop Yield(kg/ha),District,Soil Type,Crop Name
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
45,25,35,6.9,82,24,800,950,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
48,28,38,6.7,85,23,850,1000,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
42,22,32,7.1,80,26,780,900,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
50,30,40,6.6,88,22,900,1100,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
38,18,28,7.3,79,25,750,850,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
45,25,35,6.9,82,24,800,950,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
48,28,38,6.7,85,23,850,1000,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
42,22,32,7.1,80,26,780,900,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
50,30,40,6.6,88,22,900,1100,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
38,18,28,7.3,79,25,750,850,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
45,25,35,6.9,82,24,800,950,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
48,28,38,6.7,85,23,850,1000,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
42,22,32,7.1,80,26,780,900,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
50,30,40,6.6,88,22,900,1100,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
38,18,28,7.3,79,25,750,850,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
45,25,35,6.9,82,24,800,950,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
48,28,38,6.7,85,23,850,1000,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
42,22,32,7.1,80,26,780,900,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
50,30,40,6.6,88,22,900,1100,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
38,18,28,7.3,79,25,750,850,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
55,35,45,6.8,84,26,850,1000,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
58,38,48,6.7,86,25,900,1050,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
52,32,42,6.9,82,27,820,950,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
60,40,50,6.6,88,24,950,1100,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
50,30,40,7.1,80,28,800,900,Purba Medinipur (East Medinipur),Alluvial Soil,Wheat
80,40,62,5.6,75,23,1550,1980,Darjeeling,Mountainous Soil,Tea
83,37,58,5.5,77,26,1600,2100,Darjeeling,Mountainous Soil,Tea
86,43,63,5.7,79,24,1570,2030,Darjeeling,Mountainous Soil,Tea
79,41,61,5.8,78,25,1520,1950,Darjeeling,Mountainous Soil,Tea
81,39,60,5.4,76,23,1580,2000,Darjeeling,Mountainous Soil,Tea
84,38,60,5.5,77,24,1550,2020,Darjeeling,Mountainous Soil,Tea
77,40,62,5.4,78,25,1580,1980,Darjeeling,Mountainous Soil,Tea
82,37,59,5.6,75,23,1560,2040,Darjeeling,Mountainous Soil,Tea
78,41,63,5.8,76,25,1500,2000,Darjeeling,Mountainous Soil,Tea
85,39,61,5.7,79,24,1570,2030,Darjeeling,Mountainous Soil,Tea
79,42,64,5.9,80,26,1630,1970,Darjeeling,Mountainous Soil,Tea
84,38,60,5.5,77,24,1550,2020,Darjeeling,Mountainous Soil,Tea
77,40,62,5.4,78,25,1580,1980,Darjeeling,Mountainous Soil,Tea
82,37,59,5.6,75,23,1560,2040,Darjeeling,Mountainous Soil,Tea
78,41,63,5.8,76,25,1500,2000,Darjeeling,Mountainous Soil,Tea
85,39,61,5.7,79,24,1570,2030,Darjeeling,Mountainous Soil,Tea
79,42,64,5.9,80,26,1630,1970,Darjeeling,Mountainous Soil,Tea
81,40,62,5.6,76,23,1580,1980,Darjeeling,Mountainous Soil,Tea
83,37,59,5.8,78,24,1540,2050,Darjeeling,Mountainous Soil,Tea
86,41,63,5.7,75,25,1560,2010,Darjeeling,Mountainous Soil,Tea
80,38,60,5.5,77,26,1520,2060,Darjeeling,Mountainous Soil,Tea
82,42,64,5.4,79,23,1590,1990,Darjeeling,Mountainous Soil,Tea
78,39,61,5.6,76,24,1540,2040,Darjeeling,Mountainous Soil,Tea
84,43,65,5.8,78,25,1510,2010,Darjeeling,Mountainous Soil,Tea
79,40,62,5.7,75,23,1570,2020,Darjeeling,Mountainous Soil,Tea
81,38,60,5.9,80,26,1560,1980,Darjeeling,Mountainous Soil,Tea
85,41,63,5.6,77,24,1530,2050,Darjeeling,Mountainous Soil,Tea
83,39,61,5.5,78,25,1590,1990,Darjeeling,Mountainous Soil,Tea
80,42,64,5.7,75,26,1550,2030,Darjeeling,Mountainous Soil,Tea
82,40,62,5.6,76,23,1540,2040,Darjeeling,Mountainous Soil,Tea
84,43,65,5.8,78,24,1510,2010,Darjeeling,Mountainous Soil,Tea
92,45,69,5.8,79,26,1580,1880,Darjeeling,Mountainous Soil,Orange
87,41,63,5.6,75,24,1620,1950,Darjeeling,Mountainous Soil,Orange
89,44,66,5.9,78,23,1680,2000,Darjeeling,Mountainous Soil,Orange
90,46,70,5.7,76,25,1650,1850,Darjeeling,Mountainous Soil,Orange
93,42,65,5.8,78,23,1620,1900,Darjeeling,Mountainous Soil,Orange
88,45,68,5.6,75,24,1580,1950,Darjeeling,Mountainous Soil,Orange
91,44,67,5.9,80,26,1600,1980,Darjeeling,Mountainous Soil,Orange
89,47,71,5.7,77,25,1630,1920,Darjeeling,Mountainous Soil,Orange
89,47,71,5.7,77,25,1620,1920,Darjeeling,Mountainous Soil,Orange
91,44,67,5.9,80,26,1600,1980,Darjeeling,Mountainous Soil,Orange
86,46,68,5.6,75,24,1580,1950,Darjeeling,Mountainous Soil,Orange
93,42,65,5.8,78,23,1620,1900,Darjeeling,Mountainous Soil,Orange
90,45,69,5.7,76,25,1650,1850,Darjeeling,Mountainous Soil,Orange
89,47,71,5.7,77,25,1620,1920,Darjeeling,Mountainous Soil,Orange
91,44,67,5.9,80,26,1600,1980,Darjeeling,Mountainous Soil,Orange
86,46,68,5.6,75,24,1580,1950,Darjeeling,Mountainous Soil,Orange
93,42,65,5.8,78,23,1620,1900,Darjeeling,Mountainous Soil,Orange
90,45,69,5.7,76,25,1650,1850,Darjeeling,Mountainous Soil,Orange
88,43,66,5.6,79,24,1630,1940,Darjeeling,Mountainous Soil,Orange
92,41,63,5.9,78,26,1600,1920,Darjeeling,Mountainous Soil,Orange
87,44,67,5.8,77,25,1610,1960,Darjeeling,Mountainous Soil,Orange
91,46,68,5.7,76,23,1640,1900,Darjeeling,Mountainous Soil,Orange
89,42,66,5.8,75,24,1620,1930,Darjeeling,Mountainous Soil,Orange
90,47,71,5.7,77,25,1630,1890,Darjeeling,Mountainous Soil,Orange
88,45,69,5.6,78,26,1600,1940,Darjeeling,Mountainous Soil,Orange
92,43,66,5.9,79,24,1620,1910,Darjeeling,Mountainous Soil,Orange
87,46,68,5.8,76,23,1640,1880,Darjeeling,Mountainous Soil,Orange
93,41,63,5.7,75,25,1610,1970,Darjeeling,Mountainous Soil,Orange
89,44,67,5.6,79,26,1590,1960,Darjeeling,Mountainous Soil,Orange
91,42,65,5.9,80,24,1600,1930,Darjeeling,Mountainous Soil,Orange
86,45,69,5.7,77,25,1630,1880,Darjeeling,Mountainous Soil,Orange
92,40,62,5.8,76,23,1610,1950,Darjeeling,Mountainous Soil,Orange
88,43,66,5.6,78,24,1580,1920,Darjeeling,Mountainous Soil,Orange
