N (kg/ha),P (kg/ha),K (kg/ha),pH,Humidity (%),Temperature (°C),Rainfall (mm),Crop Yield (kg/ha),District,Soil Type,Crop Name
96,48,66,5.9,79,24,1700,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
101,53,73,5.6,83,24,1750,2050,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
94,47,63,5.8,78,25,1600,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
103,50,69,5.7,82,25,1700,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
95,46,64,5.9,77,23,1625,1975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
102,49,68,5.8,80,26,1725,2025,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
93,45,61,6,76,27,1550,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
98,48,66,5.9,79,24,1700,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
103,50,69,5.7,82,25,1700,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
96,48,66,5.9,79,24,1700,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
101,53,73,5.6,83,24,1750,2050,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
94,47,63,5.8,78,25,1600,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
99,49,67,5.8,80,25,1725,2025,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
104,51,71,5.7,84,26,1775,2075,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
97,47,65,5.9,78,26,1675,1975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
102,49,68,5.8,80,26,1725,2025,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
95,46,64,5.9,77,23,1625,1975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
100,50,70,5.9,81,23,1750,2050,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
105,52,72,5.6,85,23,1800,2100,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
98,48,66,6,79,27,1700,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
110,55,75,5.7,82,24,1700,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Rice
80,40,60,6.1,79,27,1600,1800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
85,42,55,6,76,25,1500,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
78,38,58,6.2,80,26,1550,1750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
82,40,62,6.3,78,28,1650,1700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
81,39,61,6.35,78.5,27.5,1625,1675,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
79,38.5,59,6.15,79.2,27.3,1610,1780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
84,41.5,56,6.05,76.5,25.5,1525,1875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
77,37.5,57,6.25,80.2,26.7,1575,1725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
81,39.8,61.2,6.3,78.8,28.2,1660,1710,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
83,40.3,62.8,6.1,79.5,27.8,1635,1685,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
80,40,60,6.1,79,27,1600,1800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
85,42,55,6,76,25,1500,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
78,38,58,6.2,80,26,1550,1750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
82,40,62,6.3,78,28,1650,1700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
81,39,61,6.35,78.5,27.5,1625,1675,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
79,38.5,59,6.15,79.2,27.3,1610,1780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
84,41.5,56,6.05,76.5,25.5,1525,1875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
77,37.5,57,6.25,80.2,26.7,1575,1725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
81,39.8,61.2,6.3,78.8,28.2,1660,1710,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
83,40.3,62.8,6.1,79.5,27.8,1635,1685,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
80,40,60,6.1,79,27,1600,1800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
85,42,55,6,76,25,1500,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
78,38,58,6.2,80,26,1550,1750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
82,40,62,6.3,78,28,1650,1700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
81,39,61,6.35,78.5,27.5,1625,1675,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
79,38.5,59,6.15,79.2,27.3,1610,1780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
84,41.5,56,6.05,76.5,25.5,1525,1875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
77,37.5,57,6.25,80.2,26.7,1575,1725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
81,39.8,61.2,6.3,78.8,28.2,1660,1710,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Maize
83,40.3,62.8,6.1,79.5,27.8,1635,1685,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Maize,
90,45,65,6.1,79,27,1550,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
95,48,60,6,82,25,1600,2100,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
88,42,58,6.2,78,26,1500,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
92,46,62,6.3,80,28,1650,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
85,40,60,6,77,24,1450,1800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
91,44,64,6.15,79.5,27.5,1575,2050,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
96,49,59,6.05,82.5,25.5,1625,2150,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
89,43,57,6.25,78.2,26.7,1525,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
93,47,61.2,6.3,80.8,28.2,1670,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
86,41,59.8,6.1,77.5,27.8,1475,1850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
90,45,65,6.1,79,27,1550,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
95,48,60,6,82,25,1600,2100,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
88,42,58,6.2,78,26,1500,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
92,46,62,6.3,80,28,1650,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
85,40,60,6,77,24,1450,1800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
91,44,64,6.15,79.5,27.5,1575,2050,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
96,49,59,6.05,82.5,25.5,1625,2150,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
89,43,57,6.25,78.2,26.7,1525,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
93,47,61.2,6.3,80.8,28.2,1670,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Wheat
86,41,59.8,6.1,77.5,27.8,1475,1850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
90,45,65,6.1,79,27,1550,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
95,48,60,6,82,25,1600,2100,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
88,42,58,6.2,78,26,1500,1900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
92,46,62,6.3,80,28,1650,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
85,40,60,6,77,24,1450,1800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
91,44,64,6.15,79.5,27.5,1575,2050,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
96,49,59,6.05,82.5,25.5,1625,2150,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
89,43,57,6.25,78.2,26.7,1525,1950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
93,47,61.2,6.3,80.8,28.2,1670,2000,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
86,41,59.8,6.1,77.5,27.8,1475,1850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Wheat,Wheat
50,25,40,6.5,85,23,1200,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
55,28,43,6.6,86,27,1250,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
48,22,38,6.4,83,26,1100,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
52,30,45,6.7,88,24,1300,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
45,20,35,6.9,89,24,1150,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
51,26,42,6.3,84,25,1225,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
56,29,45,6.8,87,28,1275,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
49,23,40,6.6,82,27,1125,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
53,31,47,6.9,90,25,1325,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
46,21,37,6.7,91,25,1175,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
50,25,40,6.5,85,23,1200,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
55,28,43,6.6,86,27,1250,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
48,22,38,6.4,83,26,1100,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
52,30,45,6.7,88,24,1300,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
45,20,35,6.9,89,24,1150,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Mustard
51,26,42,6.3,84,25,1225,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
56,29,45,6.8,87,28,1275,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
49,23,40,6.6,82,27,1125,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
53,31,47,6.9,90,25,1325,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
46,21,37,6.7,91,25,1175,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
50,25,40,6.5,85,23,1200,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
55,28,43,6.6,86,27,1250,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
48,22,38,6.4,83,26,1100,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
52,30,45,6.7,88,24,1300,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
45,20,35,6.9,89,24,1150,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
51,26,42,6.3,84,25,1225,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
56,29,45,6.8,87,28,1275,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
49,23,40,6.6,82,27,1125,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
53,31,47,6.9,90,25,1325,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
46,21,37,6.7,91,25,1175,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
50,25,40,6.5,85,23,1200,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
55,28,43,6.6,86,27,1250,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
48,22,38,6.4,83,26,1100,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
52,30,45,6.7,88,24,1300,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
45,20,35,6.9,89,24,1150,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
51,26,42,6.3,84,25,1225,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
56,29,45,6.8,87,28,1275,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
49,23,40,6.6,82,27,1125,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
53,31,47,6.9,90,25,1325,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
46,21,37,6.7,91,25,1175,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
50,25,40,6.5,85,23,1200,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
55,28,43,6.6,86,27,1250,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
48,22,38,6.4,83,26,1100,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
52,30,45,6.7,88,24,1300,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
45,20,35,6.9,89,24,1150,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
51,26,42,6.3,84,25,1225,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
56,29,45,6.8,87,28,1275,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
49,23,40,6.6,82,27,1125,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
53,31,47,6.9,90,25,1325,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
46,21,37,6.7,91,25,1175,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
50,25,40,6.5,85,23,1200,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
55,28,43,6.6,86,27,1250,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
48,22,38,6.4,83,26,1100,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
52,30,45,6.7,88,24,1300,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
45,20,35,6.9,89,24,1150,950,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
51,26,42,6.3,84,25,1225,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
56,29,45,6.8,87,28,1275,975,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Mustard,Mustard
40,20,35,6.9,88,24,850,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
45,25,40,6.5,85,23,900,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
38,18,32,7.1,90,25,800,750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
42,22,38,6.4,83,26,880,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
35,15,30,7.3,91,24,750,700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
41,21,36,6.7,87,25,865,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
46,26,41,6.3,84,27,920,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
39,19,33,7,89,26,830,780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
43,23,39,6.6,82,28,890,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
36,16,31,7.2,92,25,770,725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
40,20,35,6.9,88,24,850,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Pigeon Pea
45,25,40,6.5,85,23,900,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
38,18,32,7.1,90,25,800,750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
42,22,38,6.4,83,26,880,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
35,15,30,7.3,91,24,750,700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
41,21,36,6.7,87,25,865,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
46,26,41,6.3,84,27,920,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
39,19,33,7,89,26,830,780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
43,23,39,6.6,82,28,890,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
36,16,31,7.2,92,25,770,725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
40,20,35,6.9,88,24,850,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
45,25,40,6.5,85,23,900,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
38,18,32,7.1,90,25,800,750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
42,22,38,6.4,83,26,880,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
35,15,30,7.3,91,24,750,700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
41,21,36,6.7,87,25,865,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
46,26,41,6.3,84,27,920,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
39,19,33,7,89,26,830,780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
43,23,39,6.6,82,28,890,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
36,16,31,7.2,92,25,770,725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
40,20,35,6.9,88,24,850,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
45,25,40,6.5,85,23,900,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
38,18,32,7.1,90,25,800,750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
42,22,38,6.4,83,26,880,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
35,15,30,7.3,91,24,750,700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
41,21,36,6.7,87,25,865,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
46,26,41,6.3,84,27,920,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
39,19,33,7,89,26,830,780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
43,23,39,6.6,82,28,890,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
36,16,31,7.2,92,25,770,725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
40,20,35,6.9,88,24,850,800,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
45,25,40,6.5,85,23,900,850,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
38,18,32,7.1,90,25,800,750,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
42,22,38,6.4,83,26,880,900,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
35,15,30,7.3,91,24,750,700,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
41,21,36,6.7,87,25,865,825,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
46,26,41,6.3,84,27,920,875,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
39,19,33,7,89,26,830,780,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
43,23,39,6.6,82,28,890,925,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
36,16,31,7.2,92,25,770,725,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Pigeon Pea,
25,10,20,7.5,92,22,600,450,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
28,12,22,7.4,91,21,650,500,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
22,8,18,7.7,93,23,550,400,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
30,15,25,7.2,89,20,700,550,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
20,6,15,7.9,94,24,500,350,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
26,11,21,7.6,90,22,625,475,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
29,13,23,7.3,88,21,675,525,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
23,9,19,7.8,92,23,575,425,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
31,16,26,7.1,87,20,725,575,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
21,7,16,7.8,93,24,525,375,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Green Gram
25,10,20,7.5,92,22,600,450,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
28,12,22,7.4,91,21,650,500,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
22,8,18,7.7,93,23,550,400,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
30,15,25,7.2,89,20,700,550,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
20,6,15,7.9,94,24,500,350,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
26,11,21,7.6,90,22,625,475,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
29,13,23,7.3,88,21,675,525,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
23,9,19,7.8,92,23,575,425,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
31,16,26,7.1,87,20,725,575,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
21,7,16,7.8,93,24,525,375,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
25,10,20,7.5,92,22,600,450,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
28,12,22,7.4,91,21,650,500,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
22,8,18,7.7,93,23,550,400,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
30,15,25,7.2,89,20,700,550,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
20,6,15,7.9,94,24,500,350,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
26,11,21,7.6,90,22,625,475,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
29,13,23,7.3,88,21,675,525,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
23,9,19,7.8,92,23,575,425,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
31,16,26,7.1,87,20,725,575,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
21,7,16,7.8,93,24,525,375,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
25,10,20,7.5,92,22,600,450,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
28,12,22,7.4,91,21,650,500,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
22,8,18,7.7,93,23,550,400,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
30,15,25,7.2,89,20,700,550,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
20,6,15,7.9,94,24,500,350,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
26,11,21,7.6,90,22,625,475,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
29,13,23,7.3,88,21,675,525,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
23,9,19,7.8,92,23,575,425,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
31,16,26,7.1,87,20,725,575,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
21,7,16,7.8,93,24,525,375,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Green Gram,
22,10,18,7.8,93,23,600,400,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
23,11,19,7.6,92,23,625,425,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
26,13,22,7.4,91,22,675,475,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
21,9,16,7.9,93,24,575,375,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
29,16,26,7.1,90,21,725,525,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
19,7,13,8.3,96,25,525,325,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Black Gram,Black Gram
25,12,20,7.7,92,22,650,450,Uttar Dinajpur (North Dinajpur),Terai Alluvial Soil_Black Gram,Black Gram
